Id,Label,indegree,closnesscentrality,betweenesscentrality,componentnumber,eigencentrality
Erythrocyte Sedimentation Rate,Erythrocyte Sedimentation Rate,3,0,0,0,0.018041
Second Generation Of Video Game Consoles,Second Generation Of Video Game Consoles,2,0,0,0,0.007068
Birth Attendant,Birth Attendant,6,0,0,0,0.022877
Malaise,Malaise,3,0,0,0,0.00183
Spreading Factor,Spreading Factor,2,0,0,0,0.006967
Digital Control,Digital Control,2,0,0,0,0.001045
Digital Revolution,Digital Revolution,10,0,0,0,0.020485
Social Class,Social Class,7,0,0,0,0.002716
Cleft Lip And Palate Association,Cleft Lip And Palate Association,3,0,0,0,0.006498
Aortitis,Aortitis,2,0,0,0,0.006147
Traffic Collision,Traffic Collision,4,0,0,0,0.013273
Rb-101,Rb-101,2,0,0,0,0.000533
Factor X Deficiency,Factor X Deficiency,2,0,0,0,0.012023
Atheist,Atheist,3,0,0,0,0.007052
Imhotep,Imhotep,4,0,0,0,0.014262
Three-Sector Hypothesis,Three-Sector Hypothesis,2,0,0,0,0.007068
Histamine Antagonist,Histamine Antagonist,2,0,0,0,0.00644
Childbed Fever,Childbed Fever,2,0,0,0,0.01214
Overwork,Overwork,4,0,0,0,0.019262
Asuka Period,Asuka Period,2,0,0,0,0.001566
Scientific Method,Scientific Method,17,0,0,0,0.032785
Greenhouse Gas Emissions,Greenhouse Gas Emissions,3,0,0,0,0.001289
Covid-19 Pandemic In Boston,Covid-19 Pandemic In Boston,4,0,0,0,0.002108
Shabir Madhi,Shabir Madhi,4,0,0,0,0.002108
Zyklophin,Zyklophin,2,0,0,0,0.000533
Population Ecology,Population Ecology,5,0,0,0,0.020129
Vietnamese Philosophy,Vietnamese Philosophy,3,0,0,0,0.007112
Neuroplasticity,Neuroplasticity,10,0,0,0,0.044827
Imperforate Anus,Imperforate Anus,2,0,0,0,0.012066
Gustaf Dalén,Gustaf Dalén,4,0,0,0,0.014157
Stool Test,Stool Test,2,0,0,0,0.012114
Shoal,Shoal,2,0,0,0,0.006758
Origins Of The American Civil War,Origins Of The American Civil War,2,0,0,0,0.006695
Niagara Falls,Niagara Falls,2,0,0,0,0.006801
Covid-19 Vaccination In Senegal,Covid-19 Vaccination In Senegal,4,0,0,0,0.002108
Slavery,Slavery,8,0,0,0,0.014541
Xie Linka,Xie Linka,4,0,0,0,0.002108
Neuroendocrinology,Neuroendocrinology,12,0,0,0,0.057256
Earphone,Earphone,2,0,0,0,0.006898
Training,Training,5,0,0,0,0.004482
Abortion,Abortion,22,0,0,0,0.055881
Heinrich Hertz,Heinrich Hertz,8,0,0,0,0.025147
Athenaclinicals,Athenaclinicals,49,0.311051,0.000008,0,0.033644
John F. Kennedy Center For The Performing Arts,John F. Kennedy Center For The Performing Arts,2,0,0,0,0.000487
Open Collaboration,Open Collaboration,2,0,0,0,0.003754
Education In Serbia,Education In Serbia,3,0,0,0,0.007597
Ly-2196044,Ly-2196044,2,0,0,0,0.000533
Mmr Vaccine And Autism,Mmr Vaccine And Autism,5,0,0,0,0.017991
Médecins Du Monde,Médecins Du Monde,2,0,0,0,0.00237
Unmanned Vehicle,Unmanned Vehicle,3,0,0,0,0.000689
Mazdakism,Mazdakism,3,0,0,0,0.007112
Steven Chu,Steven Chu,4,0,0,0,0.014157
Literary Theory,Literary Theory,2,0,0,0,0.000527
Morse Code For Non-Latin Alphabets,Morse Code For Non-Latin Alphabets,6,0,0,0,0.018242
Clinical Laboratory,Clinical Laboratory,2,0,0,0,0.006537
Dallas Fort Worth International Airport,Dallas Fort Worth International Airport,2,0,0,0,0.000291
2021 Cuban Protests,2021 Cuban Protests,4,0,0,0,0.002108
Direct-Broadcast Satellite Television,Direct-Broadcast Satellite Television,2,0,0,0,0.004572
Lenz V. Universal Music Corp.,Lenz V. Universal Music Corp.,2,0,0,0,0.0003
Mvdds,Mvdds,2,0,0,0,0.003896
Ruth Carter Stapleton,Ruth Carter Stapleton,2,0,0,0,0.000487
Exposure And Response Prevention,Exposure And Response Prevention,2,0,0,0,0.006433
Teenage Pregnancy,Teenage Pregnancy,7,0,0,0,0.036456
Christian Democracy,Christian Democracy,2,0,0,0,0.000774
University President,University President,4,0,0,0,0.000588
Negative Air Ionization Therapy,Negative Air Ionization Therapy,2,0,0,0,0.006386
Stem Cell,Stem Cell,10,0,0,0,0.037834
Postanalytic Philosophy,Postanalytic Philosophy,3,0,0,0,0.007112
Maurício Campos De Medeiros,Maurício Campos De Medeiros,2,0,0,0,0.000709
World Bank,World Bank,17,0,0,0,0.023133
Synchronous Digital Hierarchy,Synchronous Digital Hierarchy,3,0,0,0,0.010545
Sr-16435,Sr-16435,2,0,0,0,0.000533
Signing Exact English,Signing Exact English,2,0,0,0,0.000461
Idiopathic Pulmonary Haemosiderosis,Idiopathic Pulmonary Haemosiderosis,2,0,0,0,0.006628
Uzbekistan,Uzbekistan,4,0,0,0,0.001728
Lysine,Lysine,2,0,0,0,0.000432
St. Albans,St. Albans,2,0,0,0,0.003785
Virology,Virology,12,0,0,0,0.042112
Al Jazeera Media Network,Al Jazeera Media Network,2,0,0,0,0.002562
Arria Formula Meeting,Arria Formula Meeting,2,0,0,0,0.001351
Thyroid Hormone,Thyroid Hormone,3,0,0,0,0.012594
At-076,At-076,2,0,0,0,0.000533
John Hasbrouck Van Vleck,John Hasbrouck Van Vleck,4,0,0,0,0.014157
Samsung Galaxy Gear,Samsung Galaxy Gear,2,0,0,0,0.0003
Covid-19 Pandemic In Iran,Covid-19 Pandemic In Iran,4,0,0,0,0.002108
Health Science,Health Science,3,0,0,0,0.001838
Laryngotracheal Stenosis,Laryngotracheal Stenosis,2,0,0,0,0.006628
Boolean Network,Boolean Network,4,0,0,0,0.011275
Marine Chronometer,Marine Chronometer,2,0,0,0,0.003609
Forensic Medicine,Forensic Medicine,3,0,0,0,0.012786
License,License,2,0,0,0,0.001142
Google Ads,Google Ads,2,0,0,0,0.0003
Scissors,Scissors,2,0,0,0,0.012605
Military Career Of Dwight D. Eisenhower,Military Career Of Dwight D. Eisenhower,2,0,0,0,0.000487
Hypothalamic–Pituitary–Adrenal Axis,Hypothalamic–Pituitary–Adrenal Axis,2,0,0,0,0.012062
Middle Class,Middle Class,3,0,0,0,0.007357
Organ Transplant,Organ Transplant,5,0,0,0,0.020475
Timeline Of The Covid-19 Pandemic In Belarus (2021),Timeline Of The Covid-19 Pandemic In Belarus (2021),4,0,0,0,0.002108
Hemolytic,Hemolytic,3,0,0,0,0.018165
Intravenous Therapy,Intravenous Therapy,19,0,0,0,0.061775
Mycology,Mycology,5,0,0,0,0.015397
Jersey,Jersey,8,0,0,0,0.007161
Hans Von Ohain,Hans Von Ohain,2,0,0,0,0.006985
Mediation,Mediation,4,0,0,0,0.001913
Herpes Simplex Keratitis,Herpes Simplex Keratitis,2,0,0,0,0.000959
Western Literature,Western Literature,3,0,0,0,0.007404
Voltage,Voltage,12,0,0,0,0.029888
Eprom,Eprom,2,0,0,0,0.007208
Geographic Coordinate System,Geographic Coordinate System,43,0,0,0,0.023073
Local Programming,Local Programming,2,0,0,0,0.003548
Carrier Iq,Carrier Iq,3,0,0,0,0.007952
Hl7,Hl7,25,0.350766,0.000061,0,0.025379
Post-Structuralism,Post-Structuralism,8,0,0,0,0.016159
Complementary And Alternative Medicine,Complementary And Alternative Medicine,3,0,0,0,0.008077
Measles Vaccine,Measles Vaccine,3,0,0,0,0.008445
Your.Md,Your.Md,4,0,0,0,0.000601
Irish Government Response To The Covid-19 Pandemic,Irish Government Response To The Covid-19 Pandemic,2,0,0,0,0.001635
Kana,Kana,3,0,0,0,0.007182
Very-Small-Aperture Terminal,Very-Small-Aperture Terminal,4,0,0,0,0.007955
Consolidation (Business),Consolidation (Business),2,0,0,0,0.006823
Facilitated Communication,Facilitated Communication,4,0,0,0,0.016832
Mexico,Mexico,25,0,0,0,0.027226
Ibm/Google Cloud Computing University Initiative,Ibm/Google Cloud Computing University Initiative,2,0,0,0,0.0003
Viral Encephalitis,Viral Encephalitis,3,0,0,0,0.001347
Frank Lloyd Wright,Frank Lloyd Wright,2,0,0,0,0.000316
Martin Schadt,Martin Schadt,2,0,0,0,0.006985
Hippolyte Fizeau,Hippolyte Fizeau,2,0,0,0,0.006749
Long-Lived Fission Product,Long-Lived Fission Product,2,0,0,0,0.012313
Cape Town,Cape Town,4,0,0,0,0.007861
Education Economics,Education Economics,4,0,0,0,0.011952
E-Textiles,E-Textiles,2,0,0,0,0.000678
10Th Brics Summit,10Th Brics Summit,2,0,0,0,0.00072
Amyotrophic Lateral Sclerosis,Amyotrophic Lateral Sclerosis,5,0,0,0,0.011625
Telephony,Telephony,24,0,0,0,0.062525
Space,Space,3,0,0,0,0.000621
Open Network Computing Remote Procedure Call,Open Network Computing Remote Procedure Call,4,0,0,0,0.011133
Lan,Lan,6,0,0,0,0.012506
Hypopnea,Hypopnea,3,0,0,0,0.006885
Same-Sex Marriage,Same-Sex Marriage,3,0,0,0,0.001646
Proheptazine,Proheptazine,2,0,0,0,0.000543
Pyeloplasty,Pyeloplasty,3,0,0,0,0.007214
Amelia Earhart,Amelia Earhart,2,0,0,0,0.000292
Nutraceutical,Nutraceutical,2,0,0,0,0.006386
American College Of Medical Informatics,American College Of Medical Informatics,32,0.255672,0.000001,0,0.021726
Philipp Reis,Philipp Reis,2,0,0,0,0.006852
Shuji Nakamura,Shuji Nakamura,5,0,0,0,0.017747
Iden,Iden,3,0,0,0,0.007145
Louisiana,Louisiana,8,0,0,0,0.002646
Interquartile Range,Interquartile Range,2,0,0,0,0.000608
William R. Steiger,William R. Steiger,2,0,0,0,0.000487
Switching Circuit Theory,Switching Circuit Theory,4,0,0,0,0.011221
Tandospirone,Tandospirone,2,0,0,0,0.006545
Applied Behavior Analysis,Applied Behavior Analysis,6,0,0,0,0.004399
Nonprofit Organization,Nonprofit Organization,14,0,0,0,0.009948
Ground Plane,Ground Plane,3,0,0,0,0.010245
American Lower Class,American Lower Class,5,0,0,0,0.002137
Medical Procedure,Medical Procedure,14,0,0,0,0.046651
Rotationplasty,Rotationplasty,3,0,0,0,0.018097
Eastern Time Zone,Eastern Time Zone,2,0,0,0,0.003548
Jilly Juice,Jilly Juice,3,0,0,0,0.01602
Traditional Vietnamese Medicine,Traditional Vietnamese Medicine,3,0,0,0,0.01602
Finger,Finger,2,0,0,0,0.000286
Creutzfeldt–Jakob Disease,Creutzfeldt–Jakob Disease,7,0,0,0,0.016808
Light Therapy,Light Therapy,6,0,0,0,0.025213
Electrodiagnostic Medicine,Electrodiagnostic Medicine,6,0,0,0,0.03097
Cancel Culture,Cancel Culture,5,0,0,0,0.011854
American Telephone & Telegraph,American Telephone & Telegraph,4,0,0,0,0.013721
Inter-American Treaty Of Reciprocal Assistance,Inter-American Treaty Of Reciprocal Assistance,4,0,0,0,0.007767
Chester M. Southam,Chester M. Southam,2,0,0,0,0.001118
Hypothyroidism,Hypothyroidism,3,0,0,0,0.012636
Timeline Of North American Telegraphy,Timeline Of North American Telegraphy,2,0,0,0,0.006793
Archibald Mcindoe,Archibald Mcindoe,2,0,0,0,0.012091
Cerfnet,Cerfnet,3,0,0,0,0.010666
Explicit Congestion Notification,Explicit Congestion Notification,5,0,0,0,0.014567
Urologic Disease,Urologic Disease,3,0,0,0,0.003601
Fluid Wave Test,Fluid Wave Test,2,0,0,0,0.006631
Encapsulation (Networking),Encapsulation (Networking),2,0,0,0,0.006917
David Fairchild,David Fairchild,3,0,0,0,0.010141
Wear Os,Wear Os,3,0,0,0,0.000867
Neurotransmission,Neurotransmission,2,0,0,0,0.006298
Phosphor,Phosphor,2,0,0,0,0.003513
Protests Over Covid-19 Policies In Italy,Protests Over Covid-19 Policies In Italy,4,0,0,0,0.002108
Taxonomic Rank,Taxonomic Rank,3,0,0,0,0.013831
Medical Profession,Medical Profession,2,0,0,0,0.001118
Laparoscopic,Laparoscopic,4,0,0,0,0.012875
Bell Laboratories Layered Space-Time,Bell Laboratories Layered Space-Time,3,0,0,0,0.010245
Serge Haroche,Serge Haroche,4,0,0,0,0.014157
Ibm Pc,Ibm Pc,3,0,0,0,0.008222
New York City,New York City,49,0,0,0,0.100969
Trunking,Trunking,6,0,0,0,0.017974
Comparison Of Video Hosting Services,Comparison Of Video Hosting Services,2,0,0,0,0.006994
Covid-19 Pandemic In Connecticut,Covid-19 Pandemic In Connecticut,4,0,0,0,0.002108
Ultraram,Ultraram,2,0,0,0,0.000678
Myocardial Infarction,Myocardial Infarction,19,0,0,0,0.034891
Next-Generation Sequencing,Next-Generation Sequencing,4,0,0,0,0.008575
Sarvastivada,Sarvastivada,3,0,0,0,0.007112
Impact Of The Covid-19 Pandemic On Ice Hockey,Impact Of The Covid-19 Pandemic On Ice Hockey,4,0,0,0,0.002108
Steven Weinberg,Steven Weinberg,6,0,0,0,0.021132
Computer Hardware,Computer Hardware,18,0,0,0,0.029712
Martin Seligman,Martin Seligman,5,0,0,0,0.003488
Process,Process,4,1,0.000001,0,0.002624
Effects Of Violence In Mass Media,Effects Of Violence In Mass Media,4,0,0,0,0.011565
Kannada Braille,Kannada Braille,3,0,0,0,0.007182
Twindemic,Twindemic,8,0,0,0,0.011256
Sustainable Society Index,Sustainable Society Index,2,0,0,0,0.001016
French Guiana,French Guiana,2,0,0,0,0.001357
Soft Tissue Disorder,Soft Tissue Disorder,3,0,0,0,0.003601
Murray Rothbard,Murray Rothbard,2,0,0,0,0.004864
Pathology,Pathology,146,0.359861,0.000196,0,0.691756
Amniocentesis,Amniocentesis,6,0,0,0,0.028278
Radionuclide,Radionuclide,5,0,0,0,0.022657
Traffic Analysis,Traffic Analysis,2,0,0,0,0.007181
Decibel,Decibel,3,0,0,0,0.010571
Labyrinthine Fistula,Labyrinthine Fistula,2,0,0,0,0.000757
Atheist'S Wager,Atheist'S Wager,2,0,0,0,0.000714
National Oceanic And Atmospheric Administration,National Oceanic And Atmospheric Administration,10,0,0,0,0.011117
Convalescence,Convalescence,4,0,0,0,0.014279
Traumatology,Traumatology,7,0,0,0,0.035049
Analgesic Adjuvant,Analgesic Adjuvant,3,0,0,0,0.006647
Tilli Tansey,Tilli Tansey,6,0,0,0,0.025368
Aircraft,Aircraft,6,0.225219,0.000019,0,0.006543
Public Company,Public Company,3,0,0,0,0.000452
Rf Connector,Rf Connector,3,0,0,0,0.007764
Electron Microscopy,Electron Microscopy,3,0,0,0,0.016063
Homerf,Homerf,2,0,0,0,0.003896
Da Vinci Surgical System,Da Vinci Surgical System,6,0,0,0,0.014892
Head Injury,Head Injury,3,0,0,0,0.010078
Michelle O'Neill,Michelle O'Neill,4,0,0,0,0.00079
Nvidia,Nvidia,2,0,0,0,0.0003
Picture Archiving And Communication System,Picture Archiving And Communication System,18,0.329775,0.000042,0,0.024842
Google Glass Breastfeeding App Trial,Google Glass Breastfeeding App Trial,4,0.334485,0.00033,0,0.0026
Sixth Amendment To The United States Constitution,Sixth Amendment To The United States Constitution,3,0,0,0,0.001839
Dumbing Down,Dumbing Down,4,0,0,0,0.011565
Hipnav,Hipnav,49,0.309424,0.000002,0,0.033644
Low Back Pain,Low Back Pain,8,0,0,0,0.036093
Transcendental Idealism,Transcendental Idealism,3,0,0,0,0.007112
Resource Interchange File Format,Resource Interchange File Format,5,0,0,0,0.017967
Covid-19 Pandemic Cases In May 2021,Covid-19 Pandemic Cases In May 2021,4,0,0,0,0.002108
New Jersey,New Jersey,2,0,0,0,0.003722
Edsger W. Dijkstra,Edsger W. Dijkstra,3,0,0,0,0.010639
Clergy,Clergy,4,0,0,0,0.005392
Personal Digital Assistant,Personal Digital Assistant,13,0,0,0,0.027393
Corrosion Engineering,Corrosion Engineering,2,0,0,0,0.000669
Fertility Tourism,Fertility Tourism,2,0,0,0,0.006512
Manuel Castells,Manuel Castells,4,0,0,0,0.014872
Sex Magic,Sex Magic,4,0,0,0,0.024052
Macrolide,Macrolide,2,0,0,0,0.001923
International Institute For Strategic Studies,International Institute For Strategic Studies,2,0,0,0,0.000647
Nursing Diagnosis,Nursing Diagnosis,103,0.317074,0.000017,0,0.359352
Jack W. Szostak,Jack W. Szostak,3,0,0,0,0.003999
Pixel Slate,Pixel Slate,2,0,0,0,0.0003
Dilation And Curettage,Dilation And Curettage,5,0,0,0,0.012708
Physicist,Physicist,17,0,0,0,0.061946
Ici-174864,Ici-174864,2,0,0,0,0.000533
Eating Disorder,Eating Disorder,12,0,0,0,0.041574
Dynamic Host Configuration Protocol,Dynamic Host Configuration Protocol,6,0,0,0,0.018382
The Bahamas,The Bahamas,9,0,0,0,0.004908
Lists Of Hospitals In Oceania,Lists Of Hospitals In Oceania,4,0,0,0,0.008096
Earl Reece Stadtman,Earl Reece Stadtman,2,0,0,0,0.006975
Juris Hartmanis,Juris Hartmanis,2,0,0,0,0.007093
Baby Monitor,Baby Monitor,4,0,0,0,0.009111
Cardiomyoplasty,Cardiomyoplasty,3,0,0,0,0.006876
Fiber To The Home,Fiber To The Home,2,0,0,0,0.006912
Nihilism,Nihilism,4,0,0,0,0.007415
Convention On The Rights Of Persons With Disabilities,Convention On The Rights Of Persons With Disabilities,5,0,0,0,0.001892
Omnidirectional Treadmill,Omnidirectional Treadmill,2,0,0,0,0.000301
Harvest Automation,Harvest Automation,3,0,0,0,0.000689
Hurricane Rita,Hurricane Rita,2,0,0,0,0.006347
Mervin Kelly,Mervin Kelly,2,0,0,0,0.007142
Google Goggles,Google Goggles,2,0,0,0,0.0003
J. R. R. Tolkien,J. R. R. Tolkien,2,0,0,0,0.009761
Prefix,Prefix,2,0,0,0,0.00983
Royal Australian And New Zealand College Of Psychiatrists,Royal Australian And New Zealand College Of Psychiatrists,6,0,0,0,0.026797
Gerrit (Software),Gerrit (Software),2,0,0,0,0.0003
Sensory Processing Disorder,Sensory Processing Disorder,3,0,0,0,0.001145
Responses To The Covid-19 Pandemic In October 2022,Responses To The Covid-19 Pandemic In October 2022,4,0,0,0,0.002108
Multiple Access With Collision Avoidance,Multiple Access With Collision Avoidance,3,0,0,0,0.010523
Philosophy Of Religion,Philosophy Of Religion,3,0,0,0,0.007112
Timeline Of The Covid-19 Pandemic In February 2020,Timeline Of The Covid-19 Pandemic In February 2020,4,0,0,0,0.002108
Pzm21,Pzm21,2,0,0,0,0.000533
Pulmonary,Pulmonary,2,0,0,0,0.006812
Electrical Termination,Electrical Termination,2,0,0,0,0.0041
Butriptyline,Butriptyline,3,0,0,0,0.006705
Sano Shunt,Sano Shunt,3,0,0,0,0.006876
Occupational Fatality,Occupational Fatality,2,0,0,0,0.006689
Network News Transfer Protocol,Network News Transfer Protocol,6,0,0,0,0.017952
Dominion Of Pakistan,Dominion Of Pakistan,2,0,0,0,0.001836
Building Automation,Building Automation,3,0,0,0,0.000918
Art Deco,Art Deco,3,0,0,0,0.000641
D. Lawrence Kincaid,D. Lawrence Kincaid,2,0,0,0,0.007804
Distributed Computing,Distributed Computing,13,0,0,0,0.021005
2003 Midwest Monkeypox Outbreak,2003 Midwest Monkeypox Outbreak,2,0,0,0,0.001213
Barry Marshall,Barry Marshall,2,0,0,0,0.0062
Laṇḍā Scripts,Laṇḍā Scripts,3,0,0,0,0.007182
Selective Calling,Selective Calling,2,0,0,0,0.00673
Herman Hollerith,Herman Hollerith,3,0,0,0,0.013202
Limb (Anatomy),Limb (Anatomy),5,0,0,0,0.013206
Mirogabalin,Mirogabalin,3,0,0,0,0.006823
Covid-19 Pandemic In The Democratic Republic Of The Congo,Covid-19 Pandemic In The Democratic Republic Of The Congo,4,0,0,0,0.002108
Southwest Airlines,Southwest Airlines,2,0,0,0,0.000291
Lymphatic System,Lymphatic System,3,0,0,0,0.006589
Terminal Illness,Terminal Illness,5,0.30386,0.000006,0,0.014927
Opportunity Cost,Opportunity Cost,2,0,0,0,0.010516
Olive Oil,Olive Oil,2,0,0,0,0.004497
Animism,Animism,4,0,0,0,0.007618
Jstor (Identifier),Jstor (Identifier),120,0,0,0,0.228259
Short Wave,Short Wave,2,0,0,0,0.006752
Edo Neo-Confucianism,Edo Neo-Confucianism,3,0,0,0,0.007112
Education In Trinidad And Tobago,Education In Trinidad And Tobago,3,0,0,0,0.007597
Nuclear Weapons Debate,Nuclear Weapons Debate,2,0,0,0,0.012313
Timeline Of The Covid-19 Pandemic In Scotland (2022),Timeline Of The Covid-19 Pandemic In Scotland (2022),5,0,0,0,0.002282
Google Chrome,Google Chrome,4,0,0,0,0.003799
Medefaidrin,Medefaidrin,3,0,0,0,0.007182
Electromagnetic Induction,Electromagnetic Induction,11,0,0,0,0.033353
Lyniate,Lyniate,2,1,0.000001,0,0.002623
Hell,Hell,3,0,0,0,0.004388
Boston'S Sign,Boston'S Sign,2,0,0,0,0.006629
Office Of The National Coordinator For Health Information Technology,Office Of The National Coordinator For Health Information Technology,18,0.300493,0.000009,0,0.010545
Gentilly Nuclear Generating Station,Gentilly Nuclear Generating Station,2,0,0,0,0.012313
Bamlanivimab/Etesevimab,Bamlanivimab/Etesevimab,4,0,0,0,0.002108
Eisenhower Institute,Eisenhower Institute,2,0,0,0,0.000487
Infusion Pump,Infusion Pump,2,0,0,0,0.006303
Cynicism (Philosophy),Cynicism (Philosophy),4,0,0,0,0.007415
Speech And Language Impairment,Speech And Language Impairment,2,0,0,0,0.000692
Covid-19 Vaccination In Australia,Covid-19 Vaccination In Australia,4,0,0,0,0.002108
Solvent,Solvent,2,0,0,0,0.000546
Cable Modem,Cable Modem,9,0,0,0,0.019961
Data Radio Channel,Data Radio Channel,2,0,0,0,0.004644
History Of New Zealand,History Of New Zealand,2,0,0,0,0.007068
Cancer Cell,Cancer Cell,3,0,0,0,0.006497
Adiel Akplogan,Adiel Akplogan,4,0,0,0,0.014092
Quickoffice,Quickoffice,2,0,0,0,0.0003
Etiology (Medicine),Etiology (Medicine),3,0,0,0,0.014804
Disease Vector,Disease Vector,2,0,0,0,0.00149
Minority Group,Minority Group,4,0,0,0,0.003019
Brain Scan,Brain Scan,2,0,0,0,0.000768
History Of Molecular Biology,History Of Molecular Biology,2,0,0,0,0.006289
United States Department Of Veterans Affairs,United States Department Of Veterans Affairs,23,0,0,0,0.013533
Espanca Script,Espanca Script,3,0,0,0,0.007182
Incarceration Of Women,Incarceration Of Women,2,0,0,0,0.006167
Recession Of 1949,Recession Of 1949,2,0,0,0,0.007068
Southeast Asia,Southeast Asia,7,0,0,0,0.012767
Doktor Koster'S Antigaspills,Doktor Koster'S Antigaspills,2,0,0,0,0.00988
Adrenal Fatigue,Adrenal Fatigue,3,0,0,0,0.01602
Countries Of The United Kingdom,Countries Of The United Kingdom,2,0,0,0,0.002052
Ophthalmoscopy,Ophthalmoscopy,8,0,0,0,0.024698
Australian Qualifications Framework,Australian Qualifications Framework,4,0,0,0,0.018868
Polymer (Library),Polymer (Library),2,0,0,0,0.0003
Wired (Website),Wired (Website),3,0,0,0,0.003904
Salsolinol,Salsolinol,2,0,0,0,0.000533
Prenatal Cocaine Exposure,Prenatal Cocaine Exposure,5,0,0,0,0.008442
Phencyclidine,Phencyclidine,4,0,0,0,0.000971
Activation Product,Activation Product,2,0,0,0,0.012313
2020S In Military History,2020S In Military History,2,0,0,0,0.001199
Kyoto School,Kyoto School,3,0,0,0,0.007112
Modulating Retro-Reflector,Modulating Retro-Reflector,6,0,0,0,0.017896
Personalized Learning,Personalized Learning,4,0,0,0,0.011247
Ram,Ram,2,0,0,0,0.000892
Graves' Ophthalmopathy,Graves' Ophthalmopathy,4,0,0,0,0.018949
"Devonport, Tasmania","Devonport, Tasmania",2,0,0,0,0.003669
Vietnamese Government Response To The Covid-19 Pandemic,Vietnamese Government Response To The Covid-19 Pandemic,4,0,0,0,0.002108
Social Aspects Of Television,Social Aspects Of Television,3,0,0,0,0.007592
Alexis De Tocqueville,Alexis De Tocqueville,4,0,0,0,0.001301
Syphilis,Syphilis,10,0,0,0,0.04508
Apnea Of Prematurity,Apnea Of Prematurity,4,0,0,0,0.012966
Cape Verde,Cape Verde,5,0,0,0,0.002425
Adulterant,Adulterant,2,0,0,0,0.000564
Social Justice,Social Justice,5,0,0,0,0.003376
G20,G20,4,0,0,0,0.003044
Walter Reed,Walter Reed,3,0,0,0,0.010706
Interface Message Processor,Interface Message Processor,5,0,0,0,0.018132
Aeroelasticity,Aeroelasticity,2,0,0,0,0.000528
Tullio Phenomenon,Tullio Phenomenon,2,0,0,0,0.000424
Immune Tolerance,Immune Tolerance,2,0,0,0,0.007276
Vertebral Artery,Vertebral Artery,2,0,0,0,0.006741
Meaning (Existential),Meaning (Existential),3,0,0,0,0.007112
Managerialism,Managerialism,2,0,0,0,0.000535
Mental Disorders And Gender,Mental Disorders And Gender,2,0,0,0,0.006661
Tryptophan,Tryptophan,3,0,0,0,0.006817
Great American Economic Revival Industry Groups,Great American Economic Revival Industry Groups,4,0,0,0,0.002108
Neurogenesis,Neurogenesis,9,0,0,0,0.044561
Mabel H. Grosvenor,Mabel H. Grosvenor,3,0,0,0,0.010141
Justin Trudeau,Justin Trudeau,3,0,0,0,0.002681
Logic Synthesis,Logic Synthesis,3,0,0,0,0.007626
Andreas Vesalius,Andreas Vesalius,5,0,0,0,0.025637
Variety Show,Variety Show,2,0,0,0,0.006751
Emerging Infectious Disease,Emerging Infectious Disease,7,0,0,0,0.010727
Intraoperative Radiation Therapy,Intraoperative Radiation Therapy,4,0,0,0,0.012731
Coronavac,Coronavac,6,0,0,0,0.004079
Cuba,Cuba,13,0,0,0,0.024117
Eye Surgery,Eye Surgery,125,0.34959,0.000018,0,0.65224
Latter-Day Saint,Latter-Day Saint,2,0,0,0,0.003717
Theories About Religions,Theories About Religions,2,0,0,0,0.000714
Lpk-26,Lpk-26,2,0,0,0,0.000533
Oxygen,Oxygen,11,0,0,0,0.034317
Imt-Advanced,Imt-Advanced,3,0,0,0,0.010335
European Telecommunications Standards Institute,European Telecommunications Standards Institute,2,0,0,0,0.006825
Outline Of Neuroscience,Outline Of Neuroscience,10,0,0,0,0.050568
GeʽEz Script,GeʽEz Script,3,0,0,0,0.007182
Chrome Zone,Chrome Zone,2,0,0,0,0.0003
Italian Braille,Italian Braille,3,0,0,0,0.007182
Spring (Device),Spring (Device),2,0,0,0,0.000502
Semiconductor Material,Semiconductor Material,2,0,0,0,0.004191
World Psychiatry,World Psychiatry,2,0,0,0,0.000859
Outside Plant,Outside Plant,2,0,0,0,0.006862
Evidence-Based Education,Evidence-Based Education,3,0,0,0,0.007597
Macmillan Publishers (United States),Macmillan Publishers (United States),2,0,0,0,0.000527
Gene Flow,Gene Flow,4,0,0,0,0.019864
Chechen–Russian Conflict,Chechen–Russian Conflict,2,0,0,0,0.006281
802.11B,802.11B,3,0,0,0,0.003881
Presidential Republic,Presidential Republic,2,0,0,0,0.000565
Disease Prevention,Disease Prevention,3,0,0,0,0.010947
Optical Instrument,Optical Instrument,4,0,0,0,0.007601
Dextromethorphan,Dextromethorphan,3,0,0,0,0.000702
Mobetron,Mobetron,2,0,0,0,0.006345
Communication Satellite,Communication Satellite,6,0,0,0,0.015211
Super Culture,Super Culture,2,0,0,0,0.000527
Mass Noun,Mass Noun,2,0,0,0,0.006386
Pyu Script,Pyu Script,3,0,0,0,0.007182
Tropical Disease,Tropical Disease,21,0,0,0,0.045308
Kryder'S Law,Kryder'S Law,2,0,0,0,0.007068
Fecal Ph Test,Fecal Ph Test,2,0,0,0,0.012114
Specialist Degree,Specialist Degree,3,0,0,0,0.018322
"Hyderabad, India","Hyderabad, India",3,0,0,0,0.006695
Program Evaluation,Program Evaluation,2,0,0,0,0.000966
Exponential-Golomb Coding,Exponential-Golomb Coding,3,0,0,0,0.01089
Vladimir Putin,Vladimir Putin,6,0,0,0,0.002358
Remote Therapy,Remote Therapy,45,0.343755,0.000001,0,0.037559
